City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,alice springs,-23.7,133.8833,15.75,36,33,2.06,AU,1731619129
363,yanchep,-31.55,115.6833,16.11,84,98,4.76,AU,1731619130
364,aswan,24.0934,32.907,22.56,30,0,5.23,EG,1731619131
365,verkhniy baskunchak,48.2256,46.7217,2.9,89,98,5.07,RU,1731619132
366,kruisfontein,-34.0033,24.7314,12.92,91,30,2.36,ZA,1731619134
367,beira,-19.8436,34.8389,26.05,78,75,8.23,MZ,1731619135
368,chibougamau,49.9168,-74.3659,-0.21,59,75,2.57,CA,1731618838
369,bata,1.8639,9.7658,25.62,88,100,4.11,GQ,1731619137
370,tejen,37.3834,60.5054,4.15,54,0,3.81,TM,1731619138
371,ulanhot,46.0833,122.0833,-1.34,54,100,2.04,CN,1731619139
372,zhalantun,48.0,122.7167,-3.69,51,100,0.76,CN,1731619140
373,lagoa,39.05,-27.9833,17.54,65,71,7.18,PT,1731619141
374,sarupathar,26.1984,93.8094,17.61,97,0,0.7,IN,1731619142
375,lagdo,9.05,13.7333,26.81,19,0,2.44,CM,1731619143
376,komatipoort,-25.4332,31.9548,18.06,82,37,1.56,ZA,1731619145
377,topolobampo,25.6,-109.05,27.95,30,0,8.75,MX,1731619146
378,box elder,41.5005,-112.8764,8.42,43,100,0.95,US,1731619147
379,afua,-0.1567,-50.3867,29.03,61,96,3.83,BR,1731619148
380,ciudad valles,21.9833,-99.0167,26.72,75,47,1.64,MX,1731619149
381,tefe,-3.3542,-64.7114,32.06,58,40,2.06,BR,1731619150
382,ujae,8.9322,165.7642,27.81,78,100,7.06,MH,1731619151
383,banfora,10.6333,-4.7667,28.1,35,26,1.72,BF,1731619152
384,norilsk,69.3535,88.2027,-30.85,98,98,2.26,RU,1731619153
385,sinabang,2.4803,96.3801,25.18,89,100,2.06,ID,1731619155
386,welshpool,52.6597,-3.1471,7.68,87,99,1.07,GB,1731619156
387,prince george,53.9166,-122.753,7.01,75,40,3.6,CA,1731618930
388,aleysk,52.4926,82.7822,-4.41,94,100,10.7,RU,1731619158
389,badger,64.8,-147.5333,-17.79,77,20,2.06,US,1731619159
390,vorgashor,67.5833,63.95,-12.81,96,100,5.67,RU,1731619160
391,goma,-1.6792,29.2228,17.97,90,100,0.67,CD,1731619161
392,stornoway,58.2093,-6.3865,9.98,94,44,4.12,GB,1731619035
393,amurzet,47.6967,131.0981,-4.27,81,18,3.94,RU,1731619163
394,carutapera,-1.195,-46.02,26.81,75,28,4.73,BR,1731619165
395,ponnani,10.767,75.9252,25.33,89,100,2.89,IN,1731619166
396,bel ombre,-4.6167,55.4167,26.96,76,63,1.62,SC,1731619167
397,vorotynsk,54.4283,36.0465,0.4,92,100,4.24,RU,1731619168
398,nishinoomote,30.7333,131.0,23.21,83,100,4.17,JP,1731619169
399,midelt,32.6852,-4.7451,12.61,46,70,4.4,MA,1731618885
400,souillac,-20.5167,57.5167,25.21,83,40,4.12,MU,1731619171
401,duong dong,10.2167,103.9667,27.0,89,40,0.51,VN,1731619172
402,kittila,67.6647,24.8936,0.08,64,0,4.63,FI,1731619174
403,ts'khinvali,42.2276,43.9686,4.52,56,100,0.79,GE,1731619175
404,funadhoo,6.15,73.2667,27.78,72,61,3.01,MV,1731619176
405,tadine,-21.55,167.8833,26.95,71,89,2.24,NC,1731619177
406,port augusta,-32.5,137.7667,17.35,45,55,1.93,AU,1731619178
407,saint-joseph,-21.3667,55.6167,21.21,81,16,3.74,RE,1731619180
408,vila velha,-20.3297,-40.2925,22.97,93,100,4.63,BR,1731619181
409,contamana,-7.3333,-75.0167,31.43,54,94,1.65,PE,1731619184
410,sira,13.7453,76.9092,21.42,95,74,2.51,IN,1731619185
411,aioun,16.6614,-9.6149,28.88,19,21,3.0,MR,1731619186
412,aykol,38.1751,77.2132,9.34,51,100,4.68,CN,1731619187
413,port douglas,-16.4833,145.4667,25.34,77,54,0.79,AU,1731619188
414,rey bouba,8.6724,14.1786,25.94,24,1,1.2,CM,1731619189
415,taltal,-25.4,-70.4833,18.07,76,45,2.17,CL,1731619190
416,nabire,-3.3667,135.4833,23.74,97,100,1.74,ID,1731619191
417,freetown,8.484,-13.2299,26.68,80,94,2.62,SL,1731618941
418,st. john's,47.5649,-52.7093,12.31,99,100,7.72,CA,1731619057
419,doctor arroyo,23.6667,-100.1833,23.66,35,2,1.74,MX,1731618901
420,klaksvik,62.2266,-6.589,10.19,85,100,11.48,FO,1731619196
421,newala kisimani,-10.95,39.2833,20.4,88,3,2.76,TZ,1731619197
422,ouanaminthe,19.55,-71.7333,26.49,84,91,3.42,HT,1731619198
423,alenquer,-1.9417,-54.7383,29.55,61,88,3.44,BR,1731619199
424,carnarvon,-24.8667,113.6333,20.37,85,0,5.66,AU,1731619200
425,limon,10.0,-83.0333,27.94,78,75,1.03,CR,1731619201
426,awjilah,29.1081,21.2869,19.65,41,9,2.55,LY,1731619203
427,kirakira,-10.4544,161.9205,28.16,75,92,2.0,SB,1731619204
428,kailua-kona,19.6406,-155.9956,27.93,80,0,5.14,US,1731619071
429,inari,68.906,27.0288,0.53,65,55,7.12,FI,1731619206
430,bahia honda,22.9036,-83.1592,27.78,70,28,5.7,CU,1731619207
431,tarko-sale,64.9225,77.785,-22.18,95,100,4.85,RU,1731619208
432,saint joseph,39.7686,-94.8466,15.68,45,0,2.24,US,1731619096
433,alaghsas,17.0187,8.0168,22.94,20,0,2.57,NE,1731619210
434,bor,56.3567,44.0669,-0.04,79,100,4.36,RU,1731619211
435,vanimo,-2.6741,141.3028,25.37,91,97,3.28,PG,1731619212
436,cambui,-22.6122,-46.0575,20.3,90,89,1.93,BR,1731619120
437,nar'yan-mar,67.6713,53.087,0.69,95,100,6.4,RU,1731619215
438,patterson,37.4716,-121.1297,18.39,62,80,3.04,US,1731619008
439,lazaro cardenas,17.9583,-102.2,29.14,68,92,4.94,MX,1731619218
440,pasni,25.2631,63.471,25.55,71,2,1.95,PK,1731619219
441,coahuayana de hidalgo,18.7,-103.6583,30.49,62,63,2.91,MX,1731619220
442,akjoujt,19.6969,-14.4164,25.62,15,71,3.5,MR,1731619221
443,morondava,-20.2833,44.2833,26.53,83,0,0.68,MG,1731619036
444,steamboat springs,40.485,-106.8317,10.18,26,0,1.54,US,1731619224
445,timbuktu,16.7735,-3.0074,29.19,19,17,4.81,ML,1731619225
446,island harbour,50.724,-1.2758,8.19,78,2,4.04,GB,1731619226
447,sabang,5.8933,95.3214,28.39,72,100,1.29,ID,1731619227
448,christchurch,-43.5333,172.6333,17.19,83,20,6.17,NZ,1731619023
449,prince rupert,54.3161,-130.3201,7.83,80,100,10.8,CA,1731619229
450,al jumum,21.6169,39.6981,26.87,62,0,1.41,SA,1731619231
451,arawa,-6.2132,155.5367,26.79,82,17,0.45,PG,1731619233
452,nola,40.922,14.5329,11.7,75,47,3.22,IT,1731619234
453,chabahar,25.2919,60.643,26.41,63,2,1.23,IR,1731619235
454,san mariano,7.5,126.0,22.06,93,93,1.32,PH,1731619236
455,san rafael del sur,11.8485,-86.4384,26.04,86,100,5.0,NI,1731619237
456,jiagedaqi,50.4167,124.1167,-14.8,97,42,1.27,CN,1731619238
457,caraballeda,10.6112,-66.8522,29.04,65,97,2.06,VE,1731619239
458,el granada,37.5027,-122.4694,17.57,76,100,6.17,US,1731619240
459,adigrat,14.277,39.462,12.17,84,0,2.26,ET,1731619241
460,igarka,67.4667,86.5833,-30.34,98,87,3.58,RU,1731619243
461,kerikeri,-35.2268,173.9474,19.95,95,100,6.26,NZ,1731619244
462,novyy urengoy,66.0833,76.6333,-21.34,95,100,5.32,RU,1731619245
463,broken hill,-31.95,141.4333,16.65,32,99,4.31,AU,1731619246
464,hereford,52.0568,-2.7148,5.94,96,9,0.01,GB,1731619172
465,malvan,16.0667,73.4667,26.89,76,100,2.58,IN,1731619248
466,salalah,17.0151,54.0924,25.05,69,0,3.09,OM,1731619249
467,tengrela,10.4869,-6.4097,27.39,41,62,1.43,CI,1731619251
468,jayapura,-2.5333,140.7,25.66,93,94,2.65,ID,1731619252
469,ta`u,-14.2336,-169.5144,26.5,80,87,10.39,AS,1731619254
470,las margaritas,16.3167,-91.9833,21.43,66,98,3.89,MX,1731619255
471,el porvenir,13.7617,-87.3458,26.06,89,100,1.9,HN,1731619256
472,sampit,-2.5333,112.95,23.19,98,100,0.9,ID,1731619257
473,ponte nova,-20.4164,-42.9086,19.91,95,100,2.09,BR,1731619258
474,vineuil,47.5833,1.3833,7.02,93,17,2.93,FR,1731619259
475,erdenet,49.0333,104.0833,-7.49,56,52,10.65,MN,1731619260
476,frontera,26.9333,-101.45,26.61,26,0,3.6,MX,1731619261
477,general conesa,-40.1,-64.4333,32.88,15,45,8.81,AR,1731619126
478,lakatoro,-16.0999,167.4164,28.17,73,99,2.93,VU,1731619263
479,kidal,18.4411,1.4078,26.38,16,0,4.79,ML,1731619265
480,nadi,-17.8,177.4167,30.0,58,20,2.06,FJ,1731619266
481,tazacorte,28.629,-17.9293,20.54,83,75,3.6,ES,1731619267
482,teykovo,56.858,40.5369,-1.45,88,100,3.5,RU,1731619268
483,saint-philippe,-21.3585,55.7679,23.55,84,32,3.97,RE,1731619269
484,tamana,32.9167,130.5667,20.01,86,100,1.4,JP,1731619270
485,filingue,14.3521,3.3168,29.07,21,20,4.26,NE,1731619271
486,oriximina,-1.7656,-55.8661,30.97,58,99,1.84,BR,1731619018
487,ambanja,-13.6833,48.45,24.88,89,55,0.97,MG,1731619274
488,coron,11.9986,120.2043,24.23,92,100,1.05,PH,1731619275
489,ha'il,27.5219,41.6907,16.01,67,0,2.06,SA,1731619276
490,pangoa,-12.1167,-73.0,24.38,79,99,0.95,PE,1731619277
491,delijan,33.9905,50.6838,7.91,66,6,1.1,IR,1731619279
492,novodvinsk,64.4165,40.8122,1.86,86,82,3.26,RU,1731619280
493,presque isle,46.6811,-68.0159,2.21,44,0,3.6,US,1731619281
494,la passe,45.5549,-0.8967,8.87,81,88,6.5,FR,1731619283
495,ishigaki,24.3448,124.1572,26.07,94,75,3.09,JP,1731619284
496,khandyga,62.6667,135.6,-23.84,94,100,0.86,RU,1731619285
497,tsiombe,-25.3,45.4833,23.19,82,99,6.12,MG,1731619286
498,santiago de cao,-7.9589,-79.2392,20.07,73,59,4.63,PE,1731619045
499,vazante,-17.9869,-46.9078,21.19,92,100,2.89,BR,1731619288
500,sumenep,-7.0167,113.8667,27.23,78,30,4.05,ID,1731619238
501,candelaria,13.9311,121.4233,23.41,91,96,0.81,PH,1731619290
502,kuqa,41.7278,82.9364,5.35,22,99,1.99,CN,1731619291
503,mingshui,36.7167,117.5,13.91,96,100,2.16,CN,1731619292
504,palmas,-10.2128,-48.3603,22.93,94,75,1.54,BR,1731618907
505,yemetsk,63.4721,41.7941,2.29,81,100,4.12,RU,1731619296
506,canals,38.9625,-0.5844,15.85,93,100,3.03,ES,1731619297
507,ribeira do pombal,-10.8344,-38.5358,27.27,49,74,7.57,BR,1731619298
508,berriane,32.8265,3.7669,18.37,36,6,3.25,DZ,1731619299
509,dalandzadgad,43.5708,104.425,2.5,56,100,8.48,MN,1731619300
510,konarka,19.9,86.1167,21.67,70,12,3.44,IN,1731619301
511,kamina,-8.7386,24.9906,19.29,80,33,0.73,CD,1731619302
512,lodja,-3.4833,23.4333,20.79,99,100,0.38,CD,1731619304
513,kaitong,44.8135,123.15,1.17,59,44,3.5,CN,1731619305
514,nadym,65.5333,72.5167,-14.92,95,100,9.59,RU,1731619306
515,poronaysk,49.2167,143.1167,-2.51,64,80,1.71,RU,1731619307
516,lushun,38.8,121.2667,13.12,90,96,4.98,CN,1731619020
517,wajir,1.7471,40.0573,26.54,73,92,8.39,KE,1731619309
518,fraga,41.5229,0.3489,12.46,88,36,1.93,ES,1731619310
519,yairipok,24.6667,94.0667,11.99,92,0,0.89,IN,1731619311
520,orange walk,17.8333,-88.8333,27.1,92,99,2.13,BZ,1731619314
521,dhamar,14.5427,44.4051,10.32,34,3,3.46,YE,1731619292
522,turpan,42.9333,89.1667,4.69,35,68,2.38,CN,1731619316
523,murray bridge,-35.1167,139.2667,11.31,73,0,0.93,AU,1731619317
524,new plymouth,-39.0667,174.0833,18.23,100,100,8.19,NZ,1731619318
525,puerto palomas,31.7667,-107.6167,20.15,12,0,3.35,MX,1731619319
526,sittwe,20.15,92.9,23.61,83,4,3.51,MM,1731619320
527,vilyuysk,63.7553,121.6247,-31.25,100,95,1.09,RU,1731619321
528,yugorsk,61.3133,63.3319,-3.55,90,100,3.77,RU,1731619322
529,ghat,24.9647,10.1728,20.22,18,1,0.64,LY,1731619324
530,caleta de carquin,-11.0925,-77.6267,20.32,76,25,4.15,PE,1731619325
531,matthew town,20.95,-73.6667,26.48,71,95,7.85,BS,1731619326
532,balaipungut,1.05,101.2833,23.54,98,100,0.84,ID,1731619327
533,guerrero negro,27.9769,-114.0611,24.13,26,0,5.42,MX,1731619328
534,muntok,-2.0667,105.1833,25.9,86,72,1.54,ID,1731619329
535,belgrade,44.804,20.4651,1.85,84,75,2.06,RS,1731618868
536,maxixe,-23.8597,35.3472,21.99,71,77,5.73,MZ,1731619331
537,pocone,-16.2567,-56.6228,31.53,50,89,2.3,BR,1731619332
538,abu dhabi,24.4667,54.3667,29.97,57,0,2.06,AE,1731619318
539,romanovka,51.7443,42.7527,-0.28,99,100,2.41,RU,1731619335
540,vila franca do campo,37.7167,-25.4333,18.27,99,55,7.04,PT,1731619336
541,pacasmayo,-7.4006,-79.5714,20.35,73,99,5.98,PE,1731619337
542,az zawr,29.4425,48.2747,21.68,47,100,5.38,KW,1731619338
543,san patricio,28.017,-97.5169,26.97,21,0,3.49,US,1731619339
544,luganville,-15.5333,167.1667,27.84,76,98,1.55,VU,1731619340
545,port loko,8.7667,-12.7833,24.66,92,93,1.54,SL,1731619341
546,taroa,8.7058,171.2275,27.93,73,92,1.93,MH,1731619342
547,majene,-3.5403,118.9707,24.9,86,89,1.47,ID,1731619344
